page_name,page_created,total_interactions,likes,comments,shares,message
Emporia Public Schools,2008-11-24T16:42:10Z,0,0,0,0,"Supplies of vaccine for the H1N1 flu are slowly being delivered to county health departments.Because there is no guarantee of school-based vaccine clinics, we encourage parents to take advantage of clinics at the Lyon County Health Department. A clinic is scheduled at the health department Thursday, October 29, from 10 am-2 pm and 4 pm- 7 pm. This clinic is for children ages 2 – 9 years old. No appointments needed."
"Springfield Public Schools, Springfield, MO",2009-09-21T21:22:17Z,0,0,0,0,Dr. Ridder will be on KSPR 33 at 6 p.m. tonight answering questions about the Nov. 3 bond proposal. Tune in.
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,"Milwaukee Brewers shortstop J.J. Hardy visited students at Eisenhower Elementary on Oct. 26, 2009 as part of a contest sponsored by Pepsi. Eisenhower parent Tim Barbeau entered the contest and won the opportunity to have his daughter take J.J. to school for the morning."
Delavan-Darien School District,2009-10-14T21:20:13Z,1,0,1,0,Turtle Creek kindergartners learned about fire safety at the Delavan Fire Department. Photo gallery at: http://bit.ly/31iUNU:=:https://ddschools.wordpress.com/2009/10/27/fire-safety-week/
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,Want to know what happened at last night's School Board meeting? Check out the latest issue of Board Briefs on the district's website.
Kane County Regional Office of Education,2009-07-15T21:34:16Z,0,0,0,0,"Today, the Regional Superintendent and leadership staff met with Rep. Linda Chapa LaVia to discuss some current legislation as well as explore new ways we can provide and enhance educational opportunities for our students, families and communities."
Sturgeon Bay Schools,2009-07-22T14:48:37Z,0,0,0,0,"Intramural Basketball starts up Monday, November 2nd. Follow the action during the season by clicking on the Intramurals Link on the High School webpage. Enjoy commentary by Mrs. Wheat on each game!"
Albuquerque Public Schools,2009-08-26T18:49:10Z,1,0,1,0,"Congrats to Daniella Scott of West Mesa High for receiving the 2009 Nancy Thomas Harris Award for Excellence in Teaching Literature. To nominate an APS English teacher for the award, click on the link to the Albuquerque Community Foundation at http://www.albuquerquefoundation.org/about/awards/nancy_thompson_harris_award/"
KIPP SoCal Public Schools,2009-07-14T23:02:23Z,8,8,0,0,KIPP LA's 2009 Annual Report is out! Check it out at the link below.
Spring Hill School District,2009-08-13T05:02:30Z,0,0,0,0,NA
Vancouver Public Schools,2009-09-30T17:32:13Z,0,0,0,0,"The October Excellence Award recipients will be honored at today’s School Board meeting, Tuesday, Oct. 27, 4 p.m., at the Bates Center for Educational Leadership. Recipients are Kristin Bayless, Diane Dickinson, Chris Fink, and Gordon Patterson (awarded posthumously)."
Park Hill School District,2009-03-19T22:12:43Z,9,8,1,0,The Park Hill School District is the first district to ever win the prestigious Missouri Quality Award! This is very big deal - check out this First Hand bulletin for more info.
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,"If the rain holds off, Fall Fest is still on! 10 am to 1 pm tomorrow in the Plaza Courtyard! Lots of free activities and food!"
Delavan-Darien School District,2009-10-14T21:20:13Z,0,0,0,0,"The Delavan-Darien School District is hosting an All-District Orchestra Concert scheduled for Tuesday, Nov. 10 in the Delavan-Darien High School Auditorium, 150 Cummings St, Delavan. The concert is free and open to the public. — http://bit.ly/2wCMhI:=:https://ddschools.wordpress.com/2009/10/27/all-district-orchestra-concert-0906/"
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,"Good news! No job losses, pay cuts or furloughs for APS employees this year! The district should be able to make the budget cuts required by the state without adversely affecting classrooms. To learn more, read this week's message by Superintendent Winston Brooks."
Chapel Hill-Carrboro City Schools,2009-07-27T14:48:50Z,5,3,2,0,Carrboro Elementary Principal Dr. Emily Bivins was named Principal of the Year today. She will represent the district in upcoming regional and state competitions. She was selected for the honor by her fellow principals. More details at www.chccs.k12.nc.us.
Chapel Hill-Carrboro City Schools,2009-07-27T14:48:50Z,0,0,0,0,"Culbreth Middle School will dedicate a new concessions building tomorrow afternoon in memory of former teacher, Tom Knowlton. The ceremony will take place during halftime of the school's football game and will honor four families who made contributions to the project."
Plainwell Community Schools,2009-10-08T16:09:23Z,0,0,0,0,The Allegan County Health Dept. has a limited amount of the H1N1 vaccine for those individuals considered a higher risk (school aged children are in this group). If you ar unable to get the vaccine from your doctor you can contact the Health Department this week or next for an appointment. More information is available on the Health Department's web site.
ASU-Mountain Home,2008-09-04T14:30:11Z,0,0,0,0,UPDATE: Kids Bash is being rescheduled to October 30th from 5-9 due to the weather forcast.
Adlai E. Stevenson High School,2009-06-15T20:22:00Z,0,0,0,0,"John and Dottie Westerberg have been selected to receive the 2010 Heritage Award. Their three children attended Stevenson. The eldest, Kathy, has a memorial scholarship named in her honor."
BakerRipley,2009-01-21T21:41:21Z,0,0,0,0,"We started a new photo set on Flickr - Ripley House art! Ripley House regularly displays art installations and artwork by and for the east end community. If you have photos of past art displays, send them over!"
ASU-Mountain Home,2008-09-04T14:30:11Z,0,0,0,0,NA
Little Rock School District,2008-12-15T15:02:21Z,0,0,0,0,NA
Ridgefield School District,2009-08-18T18:02:58Z,0,0,0,0,The regular board meeting is tonight (10/27) @ 6:30pm in the RHS library. All are invited to attend.
Ozarks Technical Community College,2008-09-10T14:47:44Z,2,2,0,0,NA
Duval County Public Schools,2009-05-21T17:55:27Z,0,0,0,0,"Parents, alumni and the local community are invited to join the Raines High School Vikings for their Community Night and Homecoming Celebration. Visit Raines tonight at 6 p.m. to hear performances by the Raines Band and Chorus."
Connections Academy,2008-11-26T00:41:14Z,4,3,1,0,Central California Connections Academy will be holding a ribbon cutting ceremony celebrating the expansion of their teaching center in Visalia. Congratulations CenCA!http://bit.ly/4Aq5mI:=:http://CenCA!http://bit.ly/4Aq5mI
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,NA
Enid Public Schools,2009-05-20T04:33:43Z,4,4,0,0,"We love to hear from you on Facebook & Twitter, but face-to-face is even better! Visit your neighborhood school, cheer for your favorite team, or talk with a student about his/her school day! Thanks for being part of EPS!"
Illinois State Board of Education,2009-09-11T17:54:05Z,0,0,0,0,"The new Weekly Message is out: http://www.isbe.state.il.us/board/archivemessages/2009/message_102609.pdf. There's an important announcement about Veterans Day, information about the upcoming Illinois Young Authors’ Conference and much more."
Washtenaw Community College,2008-12-08T18:17:57Z,0,0,0,0,"will welcome reps from Zingerman’s, Sam’s Club, Victory Hotels, the Inn at Saint John’s, Hampton Inn North, and the Disney College Program to campus tomorrow. Interested in working for one of them? Stop by ML 101 between 10am and 2pm!"
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,How about a spring break trip to London? http://thecampuslink.blogspot.com/2009/10/spring-break-in-london.html
Delavan-Darien School District,2009-10-14T21:20:13Z,1,0,1,0,Turtle Creek Elementary has planned a Latino Family Night. The event is intended to connect Latino parents to the school and get them more involved in school activities and the education of their child or children. http://bit.ly/3Lrgi5:=:https://ddschools.wordpress.com/2009/10/27/latino-family-night/
Sturgeon Bay Schools,2009-07-22T14:48:37Z,0,0,0,0,"Sunset School Community Open House - Wednesday, October 28th from 9 am - 2 pm."
Sturgeon Bay Schools,2009-07-22T14:48:37Z,1,0,1,0,Sawyer School Phy Ed featured in story
Florida A&M University,2008-05-07T13:18:18Z,2,2,0,0,ATTN FAMU FRESHMEN: The Freshmen Crititcal Thinking Seminar Series will be on Oct. 27 and 28. It is MANDATORY for all freshmen students. Read my latest note for more information.
PA Cyber Charter School,2009-06-23T16:43:03Z,5,3,2,0,Who is going to the field trip to the Westmoreland Symphony today? You'll see fellow PA Cyber student Sarah Blahovec performing! http://www.pacyber.org/news/press_releases/westsymphony.aspx:=:http://www.pacyber.org
Clearwater Schools USD # 264,2009-04-22T15:54:39Z,1,0,1,0,CIC thanks the city of Clearwater for giving them two recycling bins for the school. CIC appreciates the city for helping them go a little more green.
Delavan-Darien School District,2009-10-14T21:20:13Z,0,0,0,0,"Madison Edgewood created traffic in front of the Delavan-Darien goal all afternoon, and it paid off early and often, the Wisconsin State Journal reported. The Crusaders defeated the Comets 5-1 Saturday (Oct. 24), earning a trip to the boy’s state soccer tournament in Milwaukee and ending Delavan-Darien’s season earlier than hoped. Edgewood jumped out to a 3-0 lead in the sectional final before Chris Doerr broke through the Crusaders’ defense in the 45th minute to make the Comets’ only score of the afternoon. See the full State Journal recap here: http://bit.ly/3d65EZ:=:http://host.madison.com/sports/high-school/soccer/article_63cc580c-c0fc-11de-8ebb-001cc4c03286.html"
PA Cyber Charter School,2009-06-23T16:43:03Z,3,2,1,0,"Good news everyone! I was able to successfully migrate the address books from the previous version of email to the new one. Any contacts you had saved in your old email should now be available in the new email. Thanks again to everyone for your patience. --Jordan McCarty, director of student technology"
Royal Oak Schools,2009-04-23T20:13:30Z,0,0,0,0,"Board of Education - October 21, 2009 - Meeting Highlights: http://www.royaloakschools.com/portal/node/26439"
Plainwell Community Schools,2009-10-08T16:09:23Z,3,3,0,0,Good luck to the soccer team tonight as they play the first round of regionals in Vicksburg. Keep the victories coming guys!
Bethel Hill Charter School,2009-07-31T15:37:33Z,0,0,0,0,"please mark your calendar - the PTA meeting and program for Dec. 1st has been moved to Dec. 8th. Also, picture money is due by Friday, Oct. 30th. Please make checks out to BHCS - not Lifetouch. The fall carnival is Thursday, Oct. 29th from 5-8 with dinner served through 7:30."
Connections Academy,2008-11-26T00:41:14Z,4,4,0,0,Watch this video to hear what some parents think about the school. http://bit.ly/1pv4xL
Fort Worth ISD,2009-02-03T02:52:21Z,0,0,0,0,"employees, wear your pink this Friday!"
Pace Center for Girls,2009-03-07T01:46:10Z,15,10,5,0,PACE Center for Girls is celebrating 25 years of success. To commemorate the occassion PACE is presenting a statewide Leadership Conference that is open to anyone who believes in girls.
Aurora Public Schools,2009-04-14T18:09:02Z,0,0,0,0,APS Pathways Students Participate in STEMapalooza
BakerRipley,2009-01-21T21:41:21Z,2,2,0,0,"In honor of Felix Fraga's 80th birthday (VP of External Relations), you can buy a brick for Ripley House. Interested? Submit it by tomorrow and have it up by Friday's ceremony!"
Bryan ISD,2009-06-18T16:28:31Z,2,2,0,0,"Episode 32 of Bryan Living & Learning is now online. You'll see Hammond-Oliver students who are interning with local doctors, several Odyssey Academy teachers who recently experienced weightless flight, and Communications Director Sandy Farris learns to change the oil on a school bus! You can view the show in the BISD Video Gallery or watch it on the City of Bryan's YouTube channel at http://www.youtube.com/user/CityofBryan#p/a.:=:https://www.youtube.com/user/CityofBryan"
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,Just added info about another great event to support the students of Wauwatosa to the fundraiser page on district's website. The Mayfair Rotary Club is hosting a pancake brunch November 15 to support the Student Welfare Initiative Fund. Check out the details and bring your appetite to the November 15 brunch!
PA Cyber Charter School,2009-06-23T16:43:03Z,0,0,0,0,New fieldtrips have been added to the events tab. A lot of great events are coming up over the next few months so check them out and then RSVP before they fill up!
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,Submit your cap and gown orders NOW if you want them by December graduation! Hurry to the University Bookstore today!
